customerno,recency,frequency,monetary,cluster
15524.0,25,1,492.0,0
15525.0,3,5,7941.46,2
15526.0,34,2,398.16,0
15527.0,19,8,11221.13,2
15528.0,255,1,1471.12,1
15529.0,23,11,38059.1,2
15530.0,22,4,11277.03,3
15531.0,9,2,11625.71,0
15532.0,26,4,6929.54,3
15533.0,20,3,3777.35,0
15534.0,88,2,7545.94,3
15535.0,174,4,2015.54,3
15537.0,164,2,542.68,1
15539.0,8,1,2592.05,0
15540.0,12,1,1238.0,0
15541.0,115,2,776.6400000000001,1
15543.0,289,1,1012.54,1
15544.0,10,10,37094.27,2
15545.0,55,2,1970.73,0
15547.0,8,15,48423.02,2
15549.0,78,3,8829.94,3
15550.0,5,4,2969.33,0
15551.0,37,1,2681.13,0
15552.0,218,1,707.22,1
15553.0,61,1,4839.89,3
15554.0,278,1,981.0,1
15555.0,13,16,46517.26,2
15556.0,25,1,2705.6,0
15557.0,29,1,2729.96,0
15561.0,12,4,2568.9700000000003,0
15562.0,352,1,537.81,1
15563.0,23,3,16165.039999999999,3
15565.0,51,3,819.72,0
15566.0,362,1,14893.16,3
15567.0,19,1,2476.5099999999998,0
15568.0,3,4,11351.97,2
15569.0,104,5,8235.199999999999,3
15570.0,8,12,24100.68,2
15571.0,12,4,2965.15,0
15572.0,5,7,14258.73,2
15573.0,32,2,4300.85,0
15574.0,178,4,4290.77,3
15576.0,38,1,5042.72,0
15577.0,152,3,1010.02,1
15578.0,163,1,663.23,1
15579.0,69,3,1592.96,3
15581.0,157,10,3448.74,3
15582.0,25,3,5280.4800000000005,0
15584.0,24,4,3639.48,0
15585.0,177,1,3746.4,1
15586.0,281,1,486.71999999999997,1
15587.0,51,4,4133.280000000001,3
15589.0,256,3,2980.9900000000002,3
15592.0,47,1,4026.64,0
15593.0,71,1,819.72,1
15594.0,16,5,11425.33,2
15595.0,355,1,5971.68,1
15596.0,101,5,7131.34,3
15597.0,36,1,3192.21,0
15598.0,54,1,1824.7,1
15599.0,27,3,13786.64,3
15601.0,12,14,56946.91,2
15602.0,9,9,12011.34,2
15603.0,79,1,1033.92,1
15604.0,53,1,1851.42,1
15605.0,37,5,5747.79,3
15606.0,62,9,12134.66,2
15607.0,337,1,2177.12,1
15608.0,29,4,8379.73,3
15609.0,185,1,1822.68,1
15610.0,52,1,667.86,1
15611.0,10,11,6183.16,2
15612.0,37,2,707.55,0
15615.0,11,23,56739.98,2
15618.0,33,4,5438.77,3
15619.0,11,1,841.84,0
15620.0,57,3,10910.44,3
15621.0,5,4,4544.65,0
15622.0,44,10,23609.82,2
15623.0,142,1,1589.74,1
15624.0,117,4,4238.22,3
15625.0,104,6,14866.01,3
15626.0,75,2,8544.4,3
15628.0,5,10,21880.24,2
15629.0,303,1,1579.06,1
15630.0,46,2,8920.53,3
15632.0,16,8,23176.15,2
15633.0,313,1,2222.9,1
15634.0,18,1,1264.23,0
15636.0,90,3,8776.86,3
15637.0,53,1,1541.04,1
15638.0,368,1,20250.44,3
15639.0,135,1,3746.48,1
15640.0,5,16,77068.25,2
15641.0,106,5,17978.78,3
15643.0,192,3,3201.7599999999998,3
15644.0,167,4,6303.36,3
15645.0,19,1,3125.07,0
15646.0,158,3,4497.01,3
15648.0,205,2,2756.94,1
15649.0,337,2,2805.12,1
15651.0,37,4,11090.68,3
15652.0,92,1,2478.09,1
15653.0,93,3,14252.9,3
15654.0,10,3,5861.02,0
15655.0,244,1,3895.25,1
15656.0,46,4,4282.72,3
15657.0,23,1,276.72,0
15658.0,191,5,3529.88,3
15659.0,44,2,12299.29,3
15660.0,26,9,11127.3,2
15661.0,318,2,2737.16,1
15663.0,107,1,1228.04,1
15664.0,51,1,2005.3,1
15665.0,169,2,18184.53,3
15667.0,40,1,2768.88,0
15668.0,218,1,816.48,1
15669.0,41,4,4206.38,3
15670.0,297,1,1109.99,1
15671.0,19,7,20086.51,2
15673.0,89,4,17815.61,3
15674.0,74,5,15325.45,3
15675.0,82,5,11806.3,3
15676.0,19,4,27668.21,2
15677.0,30,2,4002.1000000000004,0
15678.0,53,1,1628.18,1
15679.0,25,6,13173.8,2
15680.0,10,4,10237.07,0
15681.0,26,7,22827.63,2
15683.0,118,1,1479.3600000000001,1
15687.0,9,9,15455.19,2
15689.0,120,2,1121.3,1
15690.0,5,2,3588.24,0
15691.0,73,2,997.4399999999999,1
15692.0,29,1,1610.34,0
15693.0,73,1,451.34,1
15694.0,1,14,21902.34,2
15695.0,267,2,2593.12,1
15696.0,34,8,13309.72,2
15699.0,18,1,687.41,0
15700.0,66,3,9166.08,3
15701.0,3,4,9618.3,2
15703.0,265,1,893.22,1
15704.0,141,4,12466.2,3
15705.0,202,1,782.1199999999999,1
15706.0,64,4,4377.09,3
15707.0,36,4,7119.19,3
15708.0,41,7,16433.13,2
15709.0,284,1,1376.76,1
15712.0,10,5,5377.67,0
15713.0,53,4,16071.85,3
15714.0,12,4,3224.04,0
15715.0,124,1,7121.64,3
15716.0,146,4,8759.699999999999,3
15717.0,235,1,871.34,1
15718.0,221,1,4411.97,1
15719.0,33,13,28340.06,2
15720.0,25,1,3456.7599999999998,0
15721.0,12,1,2665.93,0
15722.0,36,5,12792.99,3
15723.0,365,1,1099.92,1
15724.0,5,3,983.95,0
15725.0,16,1,1400.39,0
15727.0,17,7,35206.72,2
15729.0,213,1,374.08000000000004,1
15730.0,5,4,22959.89,2
15732.0,213,2,1957.7,1
15733.0,283,1,801.74,1
15734.0,115,3,4817.56,3
15736.0,354,1,2275.59,1
15737.0,15,8,6625.78,2
15738.0,19,16,35497.4,2
15739.0,67,2,7287.73,3
15740.0,10,3,3799.9900000000002,0
15741.0,354,1,799.03,1
15743.0,17,4,2634.6,0
15744.0,78,2,2230.1,1
15745.0,20,4,5250.38,0
15746.0,135,1,1978.66,1
15747.0,13,3,3812.91,0
15748.0,4,2,706.78,0
15749.0,236,3,230408.4,3
15750.0,3,8,18837.8,2
15752.0,40,7,20437.74,2
15753.0,305,2,1733.76,1
15754.0,52,3,2509.53,3
15755.0,11,6,16126.41,2
15756.0,62,4,2921.81,3
15757.0,66,2,5702.75,3
15758.0,25,2,5673.63,0
15759.0,29,4,3194.03,0
15762.0,66,2,3051.4,3
15763.0,32,2,3822.52,0
15764.0,89,6,23707.69,3
15766.0,65,1,2065.12,1
15768.0,116,4,4957.5,3
15769.0,8,26,204746.44,2
15772.0,290,1,1014.94,1
15773.0,6,1,1976.54,0
15774.0,69,1,1169.2,1
15775.0,246,1,804.4200000000001,1
15776.0,134,2,10605.12,3
15777.0,242,4,4946.8099999999995,3
15779.0,269,1,45.96,1
15780.0,184,3,2741.69,3
15781.0,26,3,2136.9700000000003,0
15782.0,10,3,10445.3,0
15783.0,11,1,1312.28,0
15785.0,33,5,18254.07,3
15786.0,47,3,39285.12,3
15787.0,27,4,11783.75,3
15789.0,359,1,4849.4800000000005,1
15790.0,11,1,723.3000000000001,0
15791.0,44,2,8534.73,3
15793.0,15,3,5576.75,0
15794.0,312,1,2003.08,1
15795.0,150,1,6270.76,3
15796.0,2,8,10326.49,2
15797.0,114,3,9990.96,3
15799.0,76,3,10694.13,3
15800.0,108,2,4075.81,3
15801.0,47,4,7605.99,3
15803.0,52,1,3398.6,0
15804.0,1,13,29149.14,2
15805.0,24,17,38467.53,2
15806.0,47,3,6974.74,3
15807.0,51,3,4975.12,3
15808.0,307,4,16658.6,3
15809.0,37,5,3613.56,3
15810.0,79,4,8806.95,3
15811.0,23,7,14382.49,2
15812.0,108,6,22923.49,3
15813.0,208,2,7517.11,3
15814.0,17,4,13555.11,3
15815.0,64,5,21178.14,3
15816.0,151,1,14553.869999999999,3
15818.0,65,1,19.42,1
15819.0,50,4,14631.06,3
15820.0,102,2,4950.93,3
15821.0,45,2,2410.9,0
15822.0,4,2,3420.63,0
15823.0,178,2,20655.8,3
15825.0,173,1,3713.36,1
15826.0,57,3,11385.14,3
15827.0,74,15,28956.51,2
15829.0,100,2,10861.06,3
15830.0,38,2,11186.51,3
15831.0,59,3,12662.12,3
15832.0,255,1,5562.34,1
15834.0,71,4,12923.58,3
15835.0,45,4,4553.09,3
15836.0,51,1,407.28000000000003,1
15837.0,59,2,5004.02,3
15838.0,12,20,189064.64,2
15839.0,34,3,7395.82,3
15840.0,59,4,16574.13,3
15841.0,73,4,10909.6,3
15843.0,304,1,398.61,1
15844.0,15,3,9141.68,0
15845.0,18,8,22474.25,2
15847.0,15,3,5009.53,0
15848.0,220,1,25.72,1
15849.0,312,1,283.31,1
15850.0,20,2,3316.3,0
15852.0,94,3,730.93,1
15853.0,52,2,1497.2,0
15854.0,5,12,9317.08,2
15855.0,137,5,5511.49,3
15856.0,5,27,119379.62,2
15857.0,19,1,3460.72,0
15858.0,16,6,12964.21,2
15860.0,41,8,5453.99,3
15861.0,13,8,25419.67,2
15862.0,9,5,8828.13,2
15863.0,26,2,259.09000000000003,0
15864.0,23,6,14205.02,2
15865.0,41,3,4689.34,3
15866.0,102,1,1521.54,1
15867.0,6,15,23270.0,2
15869.0,65,3,4437.61,3
15870.0,33,1,3796.3199999999997,0
15871.0,59,1,8655.97,3
15872.0,15,2,1404.38,0
15874.0,64,7,31922.91,3
15875.0,29,1,18013.59,3
15877.0,2,2,2386.91,0
15879.0,320,1,546.88,1
15880.0,361,2,3934.99,1
15881.0,313,5,2916.62,3
15882.0,199,4,3232.54,3
15883.0,3,2,1813.56,0
15884.0,361,1,1006.42,1
15885.0,94,2,1526.6200000000001,1
15886.0,61,1,1692.23,1
15888.0,81,1,853.37,1
15889.0,157,2,2580.23,1
15891.0,227,2,10245.88,3
15892.0,268,1,3756.83,1
15894.0,254,2,1974.87,1
15895.0,150,1,1147.29,1
15896.0,268,1,8416.08,3
15897.0,195,2,2890.64,1
15898.0,2,5,5876.7,2
15899.0,369,1,276.24,1
15900.0,24,1,2624.89,0
15901.0,17,3,3879.56,0
15903.0,10,7,28565.84,2
15904.0,9,1,519.96,0
15906.0,20,8,8132.32,2
15907.0,4,3,4766.57,0
15909.0,174,1,1201.0,1
15910.0,1,9,9999.26,2
15912.0,179,2,2167.31,1
15916.0,17,9,8681.02,2
15917.0,248,1,556.61,1
15918.0,191,2,1898.3799999999999,1
15919.0,20,2,6132.14,0
15920.0,155,3,1131.04,1
15921.0,173,1,2010.82,1
15922.0,374,1,1792.9199999999998,1
15923.0,186,2,6446.47,3
15924.0,178,1,1577.72,1
15925.0,195,1,1165.44,1
15927.0,93,2,5886.29,3
15928.0,289,1,4530.82,1
15930.0,68,2,1509.03,1
15932.0,5,8,24497.72,2
15933.0,22,3,10090.56,3
15935.0,240,1,1279.16,1
15937.0,65,1,897.1,1
15938.0,113,6,4275.25,3
15939.0,90,14,54699.04,2
15940.0,312,1,77.68,1
15941.0,33,1,184880.85,3
15942.0,134,1,2723.74,1
15944.0,277,1,845.62,1
15945.0,249,2,784.4,1
15947.0,83,1,8536.92,3
15948.0,9,2,5929.14,0
15949.0,17,2,2682.84,0
15950.0,32,5,20503.53,3
15951.0,9,2,3113.33,0
15952.0,34,4,4854.01,3
15953.0,16,8,10302.76,2
15955.0,25,14,23053.72,2
15957.0,32,2,2536.15,0
15958.0,75,1,445.2,1
15961.0,197,1,1171.47,1
15963.0,20,2,3536.78,0
15965.0,18,4,5203.78,0
15967.0,24,2,2567.95,0
15969.0,3,3,1685.3,0
15970.0,304,1,1212.18,1
15971.0,18,12,18126.02,2
15973.0,367,1,1402.26,1
15974.0,40,7,26647.54,2
15975.0,85,1,2870.92,1
15976.0,166,2,3161.55,1
15977.0,18,2,11495.130000000001,0
15978.0,78,1,10103.44,3
15980.0,89,3,18449.06,3
15981.0,25,8,19071.12,2
15982.0,78,1,71.67,1
15983.0,23,4,10653.34,3
15984.0,3,10,17846.59,2
15985.0,124,3,15164.16,3
15986.0,31,1,2919.48,0
15987.0,13,7,16432.09,2
15988.0,20,1,2017.05,0
15990.0,45,2,5053.76,3
15991.0,372,1,355.09999999999997,1
15992.0,4,1,105.23,0
15993.0,9,8,22341.88,2
15994.0,55,1,2251.75,1
15996.0,89,6,5022.78,3
15998.0,37,5,23843.59,3
16000.0,3,3,31630.9,2
16003.0,30,5,16975.56,3
16005.0,13,4,2655.62,0
16006.0,212,1,964.95,1
16007.0,48,4,15687.69,3
16008.0,24,3,3254.9500000000003,0
16009.0,23,4,4831.76,0
16010.0,246,3,2509.15,1
16011.0,9,16,23278.79,2
16012.0,36,3,9639.95,3
16013.0,4,48,194081.07,2
16014.0,38,3,3321.5,0
16015.0,4,3,8419.03,0
16016.0,4,8,6894.9,2
16017.0,48,1,1262.52,1
16018.0,40,2,2366.34,0
16019.0,47,9,21371.55,2
16020.0,17,3,4467.22,0
16022.0,261,1,3253.46,1
16023.0,47,3,4388.44,3
16024.0,13,1,2517.27,0
16025.0,30,1,3914.82,0
16026.0,44,1,2733.0,0
16027.0,92,6,12711.35,3
16029.0,39,62,435532.14,2
16030.0,310,1,3119.24,1
16031.0,93,2,4898.06,3
16033.0,6,20,43809.54,2
16034.0,197,3,2929.08,3
16036.0,88,2,7498.9400000000005,3
16037.0,270,3,5023.96,3
16038.0,8,3,2843.2,0
16040.0,66,4,8490.97,3
16041.0,31,3,19484.760000000002,3
16042.0,23,5,8846.3,3
16043.0,38,4,5949.21,3
16045.0,120,4,10567.84,3
16048.0,374,2,1738.68,1
16049.0,41,3,9168.77,3
16050.0,174,1,2990.52,1
16051.0,158,1,6706.79,3
16052.0,55,2,3295.55,3
16053.0,33,2,19059.82,3
16054.0,146,1,4698.3099999999995,1
16055.0,158,2,17273.84,3
16056.0,46,1,4166.15,0
16057.0,17,7,9276.2,2
16059.0,66,6,8086.31,3
16062.0,10,4,8469.79,0
16063.0,261,1,3029.1,1
16065.0,366,1,2682.43,1
16066.0,17,6,15019.99,2
16070.0,23,2,5364.74,0
16071.0,45,1,1936.01,0
16072.0,289,1,2033.5700000000002,1
16073.0,298,1,617.28,1
16074.0,360,1,169.63,1
16076.0,4,10,16260.48,2
16078.0,284,1,245.12,1
16079.0,17,3,8771.5,0
16080.0,82,2,1410.68,1
16081.0,57,5,18008.13,3
16082.0,185,1,1722.6,1
16083.0,101,2,10657.06,3
16084.0,300,1,2661.0,1
16085.0,24,5,7525.08,3
16086.0,60,5,5277.88,3
16091.0,155,2,1653.6200000000001,1
16092.0,115,3,7274.76,3
16093.0,107,1,222.4,1
16094.0,12,4,6968.41,0
16096.0,265,2,1829.48,1
16097.0,241,1,1081.3100000000002,1
16098.0,88,7,8338.44,3
16099.0,51,3,4084.1,3
16101.0,71,1,7975.93,3
16102.0,43,3,11542.72,3
16103.0,8,6,7160.06,2
16104.0,62,2,12003.45,3
16105.0,249,1,3728.2400000000002,1
16106.0,66,1,869.62,1
16107.0,18,7,14044.04,2
16108.0,85,1,7043.1,3
16109.0,219,2,6899.52,3
16110.0,46,3,8883.59,3
16112.0,144,4,6083.12,3
16113.0,184,1,1969.66,1
16114.0,171,1,579.74,1
16115.0,10,8,11352.63,2
16116.0,212,1,3169.91,1
16117.0,166,2,2159.17,1
16119.0,9,3,4293.6900000000005,0
16120.0,60,4,10341.03,3
16121.0,58,2,6693.64,3
16122.0,74,5,12338.58,3
16123.0,52,1,2057.7400000000002,1
16124.0,318,1,747.2,1
16125.0,368,1,1445.15,1
16126.0,30,4,28222.56,3
16127.0,40,1,3983.02,0
16128.0,18,6,11558.51,2
16130.0,330,1,1663.16,1
16131.0,52,7,23126.510000000002,2
16132.0,330,1,835.49,1
16133.0,4,33,99873.97,2
16134.0,22,2,4380.34,0
16135.0,263,1,2672.32,1
16136.0,60,3,5236.86,3
16137.0,71,1,4911.6,3
16139.0,19,3,4033.16,0
16140.0,66,2,8225.46,3
16141.0,89,1,3075.03,1
16142.0,250,1,4633.72,1
16143.0,4,6,11275.01,2
16144.0,247,1,343.52,1
16145.0,9,11,34302.13,2
16146.0,158,3,5128.43,3
16147.0,134,1,2781.96,1
16148.0,297,1,816.48,1
16149.0,5,2,2801.96,0
16150.0,8,7,12533.81,2
16152.0,269,1,8455.06,3
16153.0,50,5,11733.800000000001,3
16154.0,43,1,1815.3400000000001,0
16156.0,9,9,15226.15,2
16157.0,16,3,3167.19,0
16159.0,282,1,2775.8,1
16160.0,66,2,11869.18,3
16161.0,2,19,26147.97,2
16162.0,211,2,4288.28,3
16163.0,157,4,12515.39,3
16164.0,18,3,5218.68,0
16166.0,256,1,1261.88,1
16168.0,11,27,22754.7,2
16169.0,9,4,13137.15,2
16170.0,51,6,20007.66,3
16171.0,60,1,321.0,1
16172.0,96,5,8925.08,3
16173.0,16,6,6456.09,2
16174.0,127,3,7470.14,3
16175.0,95,5,8078.08,3
16176.0,285,1,881.51,1
16177.0,51,1,1313.92,1
16178.0,139,1,1166.26,1
16179.0,61,1,1112.09,1
16180.0,101,8,44407.4,3
16181.0,43,2,1821.38,0
16182.0,73,5,32235.68,3
16183.0,68,1,1381.41,1
16184.0,65,6,6937.44,3
16185.0,17,2,2626.45,0
16186.0,23,12,32765.11,2
16187.0,32,16,65886.45,2
16188.0,45,4,8779.98,3
16189.0,16,2,1391.72,0
16190.0,41,1,1122.5500000000002,1
16191.0,3,14,42693.16,2
16193.0,237,1,2567.08,1
16197.0,3,1,74.93,0
16198.0,76,1,1722.44,1
16200.0,5,2,4597.12,0
16201.0,4,5,12822.060000000001,2
16202.0,361,1,2332.12,1
16203.0,59,4,3292.8,3
16204.0,24,1,2783.38,0
16205.0,31,4,5655.55,3
16206.0,55,5,4590.75,3
16207.0,26,2,3175.5,0
16208.0,45,3,4958.71,3
16209.0,89,6,15961.970000000001,3
16210.0,2,17,84327.78,2
16211.0,89,1,2079.19,1
16212.0,20,2,3088.73,0
16213.0,79,1,654.96,1
16214.0,171,3,5332.46,3
16215.0,81,2,8849.11,3
16216.0,268,1,3540.82,1
16217.0,2,3,13121.48,0
16218.0,30,7,19895.62,2
16219.0,2,2,20078.03,0
16221.0,37,3,8029.39,3
16222.0,319,1,4596.88,1
16224.0,58,5,15400.41,3
16225.0,45,7,17978.85,2
16226.0,204,3,2229.36,1
16227.0,226,2,1259.66,1
16229.0,88,2,3901.44,3
16230.0,190,2,4057.48,3
16232.0,44,4,6651.94,3
16233.0,72,3,2333.24,3
16235.0,41,4,4129.01,3
16236.0,79,1,2266.8,1
16238.0,2,1,4454.74,0
16239.0,57,2,2522.52,0
16240.0,25,3,45321.49,3
16241.0,10,13,15037.54,2
16242.0,9,7,18316.84,2
16243.0,34,3,1754.43,0
16244.0,212,2,10324.11,3
16245.0,24,4,11886.42,3
16247.0,171,1,1982.6899999999998,1
16248.0,62,1,956.1,1
16249.0,53,5,11581.23,3
16250.0,262,3,9864.79,3
16253.0,67,2,36912.0,3
16254.0,176,1,27.259999999999998,1
16255.0,17,8,19103.75,2
16256.0,267,1,6726.58,1
16257.0,177,1,32.75,1
16258.0,46,5,34683.03,3
16260.0,51,1,3644.3,0
16261.0,18,4,3901.63,0
16265.0,10,10,29207.5,2
16266.0,74,7,4807.59,3
16268.0,72,2,6085.66,3
16270.0,354,1,8220.880000000001,1
16271.0,16,4,9570.37,0
16272.0,117,1,1912.88,1
16274.0,374,1,1914.31,1
16275.0,197,1,4017.92,1
16276.0,177,1,5136.84,1
16277.0,192,1,2995.89,1
16278.0,101,1,1748.8600000000001,1
16279.0,22,3,11703.85,3
16281.0,73,1,11387.86,3
16282.0,340,1,1340.98,1
16283.0,6,5,13460.59,2
16284.0,32,2,6401.74,0
16287.0,170,1,3200.1600000000003,1
16289.0,11,1,24.52,0
16290.0,43,1,42.269999999999996,1
16292.0,122,1,2267.4500000000003,1
16293.0,22,11,13463.78,2
16295.0,10,5,14661.48,2
16297.0,269,1,2421.18,1
16298.0,23,4,13905.82,3
16301.0,82,1,70.42,1
16302.0,127,1,1858.34,1
16303.0,26,3,28756.329999999998,3
16305.0,139,1,2388.4,1
16306.0,214,6,5639.55,3
16308.0,38,4,84640.0,3
16309.0,107,2,5510.78,3
16311.0,18,2,3656.0,0
16313.0,4,2,1498.83,0
16315.0,284,2,1404.21,1
16316.0,65,8,19554.7,3
16317.0,120,3,10496.88,3
16318.0,36,1,2376.21,0
16319.0,218,1,1152.48,1
16320.0,173,2,8566.82,3
16321.0,73,5,1766.4,3
16322.0,2,2,2251.9,0
16323.0,197,1,725.0,1
16324.0,129,3,3304.91,3
16325.0,47,3,2597.06,3
16326.0,6,14,9367.79,2
16327.0,15,7,27548.42,2
16330.0,18,3,1764.7600000000002,0
16332.0,29,7,9842.49,2
16333.0,8,22,349966.24,2
16337.0,37,2,9508.94,3
16338.0,158,1,1121.7,1
16339.0,285,1,348.45,1
16340.0,108,1,5697.87,3
16341.0,25,4,13947.79,3
16342.0,76,4,1629.98,3
16343.0,17,2,1330.51,0
16344.0,159,1,288.18,1
16345.0,45,1,4617.85,0
16347.0,12,2,3105.33,0
16348.0,33,7,9829.82,2
16349.0,291,2,21255.4,3
16350.0,22,4,6607.09,0
16351.0,333,1,717.54,1
16352.0,11,3,2948.09,0
16353.0,4,23,24551.09,2
16354.0,64,2,1899.6100000000001,1
16356.0,198,3,1170.17,1
16357.0,34,3,3196.5,0
16358.0,2,4,12928.04,2
16359.0,8,9,14349.99,2
16360.0,5,6,23019.42,2
16361.0,10,4,4873.4400000000005,0
16362.0,33,5,4325.82,3
16363.0,54,1,645.0,1
16364.0,12,2,2552.41,0
16365.0,18,9,6079.28,2
16366.0,8,2,3485.05,0
16367.0,38,3,11502.2,3
16368.0,3,2,2435.21,0
16369.0,19,3,12046.15,3
16370.0,83,4,7117.46,3
16372.0,34,2,2066.55,0
16374.0,67,2,2913.83,3
16376.0,9,2,7856.28,0
16377.0,268,1,16072.8,3
16378.0,248,3,3108.91,3
16379.0,5,4,14158.48,2
16380.0,62,1,17445.72,3
16383.0,75,2,5505.87,3
16384.0,90,2,3263.78,3
16385.0,61,3,3244.66,3
16386.0,29,4,7708.57,3
16387.0,323,1,547.64,1
16389.0,54,4,14120.109999999999,3
16392.0,270,1,2271.48,1
16393.0,3,13,14775.12,2
16394.0,57,5,28283.67,3
16395.0,61,5,16254.16,3
16398.0,155,3,10209.73,3
16399.0,20,2,2878.65,0
16400.0,95,1,2074.33,1
16401.0,2,12,36723.86,2
16402.0,265,2,1822.1599999999999,1
16403.0,313,1,1108.74,1
16404.0,71,1,2063.28,1
16405.0,303,2,2087.61,1
16406.0,19,2,7746.36,0
16407.0,13,10,12621.960000000001,2
16409.0,37,5,14790.02,3
16411.0,20,2,1572.8899999999999,0
16412.0,54,1,844.04,1
16413.0,57,1,1785.69,1
16414.0,22,2,406.15,0
16415.0,45,1,2095.63,0
16416.0,27,3,7695.68,3
16418.0,45,3,3476.62,3
16419.0,113,6,5465.29,3
16422.0,18,51,381043.45,2
16423.0,25,1,2650.04,0
16424.0,192,1,1038.78,1
16425.0,303,1,2349.8,1
16426.0,3,10,12094.43,2
16427.0,264,2,1845.8200000000002,1
16429.0,107,1,383.88,1
16430.0,58,1,1363.93,1
16431.0,214,3,5253.13,3
16432.0,65,1,3123.86,1
16433.0,29,1,1275.26,0
16434.0,30,7,9421.2,2
16436.0,200,2,12416.76,3
16438.0,6,5,5084.2699999999995,0
16440.0,8,5,20821.14,2
16441.0,68,2,2163.56,1
16442.0,2,3,4502.86,0
16444.0,47,4,4728.29,3
16445.0,34,1,1361.49,0
16446.0,1,2,1002741.57,2
16447.0,136,1,2551.7799999999997,1
16448.0,199,1,993.05,1
16449.0,198,2,4486.87,3
16450.0,150,1,2130.56,1
16451.0,88,1,1379.58,1
16454.0,65,1,26.54,1
16455.0,64,7,12013.18,3
16456.0,100,5,10044.6,3
16457.0,219,1,1648.76,1
16458.0,3,18,18571.38,2
16460.0,29,3,9837.71,3
16461.0,178,1,657.4,1
16462.0,61,4,341.28000000000003,1
16463.0,22,4,13377.9,3
16464.0,20,3,11026.25,3
16465.0,61,1,7852.66,3
16466.0,34,7,9689.48,2
16468.0,75,2,3295.9,3
16469.0,24,4,3409.55,0
16470.0,52,4,6176.11,3
16471.0,11,2,4243.69,0
16473.0,165,3,2332.77,1
16474.0,8,7,10938.97,2
16475.0,89,4,3827.65,3
16476.0,337,1,14.61,1
16477.0,64,7,15073.83,3
16478.0,26,3,2635.08,0
16479.0,11,2,701.73,0
16480.0,76,2,5500.3,3
16482.0,16,1,2141.7400000000002,0
16483.0,193,1,528.14,1
16484.0,174,2,2257.28,1
16485.0,78,2,2964.3,3
16488.0,34,3,7903.72,3
16491.0,47,1,5648.95,3
16492.0,355,1,6876.679999999999,1
16493.0,80,5,14916.99,3
16494.0,297,1,7765.88,1
16495.0,4,4,3277.35,0
16496.0,9,4,12232.53,2
16497.0,50,8,17715.75,2
16498.0,162,2,564.69,1
16499.0,181,3,1752.88,1
16500.0,5,9,13566.05,2
16503.0,107,4,7000.4800000000005,3
16504.0,26,2,8140.25,0
16505.0,32,1,6701.76,0
16506.0,20,2,523.02,0
16507.0,81,2,8662.0,3
16509.0,297,1,1028.69,1
16510.0,373,1,1197.22,1
16511.0,22,3,5038.09,0
16513.0,5,5,5126.11,0
16514.0,155,3,10867.92,3
16515.0,53,5,10193.62,3
16516.0,31,1,698.8,0
16517.0,278,1,1150.65,1
16518.0,62,2,3848.11,3
16519.0,26,2,761.5699999999999,0
16520.0,187,3,6524.33,3
16521.0,155,1,5239.0,1
16523.0,2,21,38010.69,2
16524.0,215,2,5010.82,3
16525.0,3,26,84842.98,2
16526.0,172,1,1383.95,1
16527.0,82,1,1319.99,1
16528.0,4,1,1089.89,0
16529.0,191,1,2495.79,1
16530.0,127,1,68.59,1
16531.0,23,7,10653.93,2
16532.0,18,3,23243.52,3
16533.0,20,3,7395.11,0
16534.0,246,2,1184.74,1
16535.0,6,1,2188.4900000000002,0
16536.0,111,3,3145.96,3
16539.0,3,5,8567.960000000001,2
16540.0,47,1,5540.64,3
16542.0,54,1,593.98,1
16545.0,67,2,8147.54,3
16546.0,291,3,11704.34,3
16549.0,11,12,39969.38,2
16550.0,109,5,18139.47,3
16551.0,96,3,10840.94,3
16552.0,243,2,2634.12,1
16553.0,164,12,53013.4,2
16554.0,43,3,4978.15,3
16555.0,36,2,2026.99,0
16556.0,67,7,22573.41,3
16557.0,25,2,1426.54,0
16558.0,1,20,58736.0,2
16560.0,27,2,5778.89,0
16561.0,6,2,2465.03,0
16563.0,54,1,6085.9800000000005,3
16565.0,74,2,949.06,1
16566.0,16,6,3938.82,0
16567.0,74,3,25235.24,3
16569.0,4,1,575.67,0
16570.0,16,10,22669.24,2
16571.0,27,3,14156.98,3
16572.0,128,3,6487.35,3
16573.0,85,2,4370.05,3
16574.0,36,2,4772.31,0
16581.0,183,1,1481.76,1
16582.0,114,1,2002.14,1
16583.0,374,1,1376.8600000000001,1
16584.0,81,4,8422.07,3
16586.0,249,1,1449.43,1
16587.0,233,1,958.41,1
16588.0,25,1,57.199999999999996,1
16589.0,72,3,4242.64,3
16591.0,69,1,639.0600000000001,1
16592.0,5,18,68601.81,2
16593.0,51,3,1527.4499999999998,0
16594.0,76,1,841.53,1
16595.0,62,1,3654.09,1
16596.0,16,3,1046.23,0
16597.0,5,1,1127.92,0
16598.0,286,1,897.0799999999999,1
16600.0,5,6,10645.83,2
16601.0,41,1,1592.46,0
16602.0,37,2,9139.2,3
16603.0,75,2,5354.64,3
16607.0,18,14,32736.35,2
16609.0,16,7,23794.5,2
16610.0,172,2,768.4,1
16611.0,187,1,614.39,1
16612.0,33,4,5731.6900000000005,3
16613.0,71,1,3637.13,1
16614.0,183,1,2804.89,1
16616.0,16,2,2961.12,0
16617.0,25,2,21188.92,3
16618.0,32,5,16684.420000000002,3
16619.0,264,1,1595.07,1
16620.0,4,2,776.02,0
16621.0,52,4,3929.25,3
